"IDX","GSVD","GESV","RESV","GEEV","REEV"
   0, 2.32714192913034523e+00, 2.32714192913034568e+00, 1.90830307464753172e-16, 5.41558955831650479e+00, 3.63397558160418637e-18
   1, 2.31229669058984211e+00, 2.31229669058984122e+00,-3.84110924568923046e-16, 5.34671598531273773e+00, 1.61109025490578563e-16
   2, 2.30499019994643106e+00, 2.30499019994643151e+00, 1.92664250746221583e-16, 5.31297982184908690e+00,-1.26341840211023235e-16
   3, 2.24862487925853749e+00, 2.24862487925853705e+00,-1.97493683337923744e-16, 5.05631384762047276e+00, 4.46482301686810027e-17
   4, 2.24519263312460815e+00, 2.24519263312460726e+00,-3.95591187409188041e-16, 5.04088995983700983e+00,-1.45352719006549805e-16
   5, 2.21634777446660225e+00, 2.21634777446660092e+00,-6.01109467069453162e-16, 4.91219745738305846e+00,-2.36862958947777686e-16
   6, 2.19003219385876191e+00, 2.19003219385876147e+00,-2.02777480210276087e-16, 4.79624101013782234e+00, 6.51501865128719068e-17
   7, 2.18775908245476858e+00, 2.18775908245476902e+00, 2.02988168766632950e-16, 4.78628980286332872e+00,-2.26974075427533914e-16
   8, 2.17146830338378116e+00, 2.17146830338377983e+00,-6.13533076892776275e-16, 4.71527459260043624e+00,-8.73765368296190171e-17
   9, 2.15602256623647515e+00, 2.15602256623647515e+00, 0.00000000000000000e+00, 4.64843330612091687e+00, 1.09123102472921687e-16
  10, 2.12601928923771499e+00, 2.12601928923771455e+00,-2.08882963620377578e-16, 4.51995801821083809e+00,-8.31248121829139287e-17
  11, 2.11675998624287942e+00, 2.11675998624287987e+00, 2.09796676399904000e-16, 4.48067283935895411e+00,-1.08073971485302109e-16
  12, 2.10073997641591159e+00, 2.10073997641591115e+00,-2.11396562561601072e-16, 4.41310844851192385e+00,-1.06214386169866945e-16
  13, 2.07103790645719554e+00, 2.07103790645719466e+00,-4.28856669851823501e-16, 4.28919800998260126e+00,-2.54214842382868032e-16
  14, 2.04985616812514904e+00, 2.04985616812514904e+00, 0.00000000000000000e+00, 4.20191031000071913e+00,-1.70311022289744461e-17
  15, 2.04704978392861481e+00, 2.04704978392861481e+00, 0.00000000000000000e+00, 4.19041281788218800e+00,-6.80059469193609934e-17
  16, 2.03858360292821361e+00, 2.03858360292821361e+00, 0.00000000000000000e+00, 4.15582310612777395e+00,-3.07297681764089149e-16
  17, 2.03830749774603381e+00, 2.03830749774603337e+00,-2.17871548007912309e-16, 4.15469745536769697e+00,-8.10635349521626852e-17
  18, 2.01842515056992822e+00, 2.01842515056992733e+00,-4.40035351050464601e-16, 4.07404008845323418e+00,-3.94914538686891570e-16
  19, 2.00950786393983316e+00, 2.00950786393983227e+00,-4.41988028829489694e-16, 4.03812185523602807e+00,-3.65913429140820203e-16
  20, 1.99961496120588378e+00, 1.99961496120588422e+00, 2.22087361049874857e-16, 3.99845999307840749e+00,-7.44990317584297005e-17
  21, 1.98443687494327281e+00, 1.98443687494327281e+00, 0.00000000000000000e+00, 3.93798971063462222e+00,-4.46370043867471693e-17
  22, 1.97453316596431394e+00, 1.97453316596431394e+00, 0.00000000000000000e+00, 3.89878122349305567e+00,-1.63135505140086885e-16
  23, 1.95203744519679168e+00, 1.95203744519679145e+00,-1.13750177011920086e-16, 3.81045018745041730e+00,-2.14947844255923210e-17
  24, 1.94547521649261701e+00, 1.94547521649261679e+00,-1.14133864591368315e-16, 3.78487381798699607e+00, 1.38153247227540065e-16
  25, 1.93400936202405926e+00, 1.93400936202405971e+00, 2.29621023853419228e-16, 3.74039221239670905e+00, 4.27736428711325369e-17
  26, 1.90986114448359823e+00, 1.90986114448359889e+00, 3.48786516076909821e-16, 3.64756959120820046e+00, 1.08598405803243569e-16
  27, 1.90661990908204615e+00, 1.90661990908204615e+00, 0.00000000000000000e+00, 3.63519947770803009e+00, 2.29735185076835838e-17
  28, 1.90447801293260999e+00, 1.90447801293260910e+00,-4.66363178607908378e-16, 3.62703650174374115e+00,-1.96462320480455543e-16
  29, 1.89993171295398589e+00, 1.89993171295398611e+00, 1.16869781903792543e-16, 3.60974051388826567e+00,-1.86888933464316689e-16
  30, 1.88953791473344568e+00, 1.88953791473344568e+00, 0.00000000000000000e+00, 3.57035353121521837e+00, 1.92794189052575647e-17
  31, 1.87859013902295491e+00, 1.87859013902295446e+00,-2.36394943540495286e-16, 3.52910091043428320e+00,-2.61846645225397245e-16
  32, 1.87468793454315064e+00, 1.87468793454315064e+00, 0.00000000000000000e+00, 3.51445485192166318e+00,-1.51119566329049419e-16
  33, 1.86474547216338493e+00, 1.86474547216338515e+00, 1.19075020285436705e-16, 3.47727567595384457e+00,-1.20528572779155415e-16
  34, 1.85309097573878856e+00, 1.85309097573878834e+00,-1.19823909258695070e-16, 3.43394616436453637e+00, 1.33807265856755676e-16
  35, 1.84173109595963780e+00, 1.84173109595963758e+00,-1.20562988490637667e-16, 3.39197342982468886e+00, 4.19733451141721955e-17
  36, 1.82786619377345394e+00, 1.82786619377345372e+00,-1.21477494184977282e-16, 3.34109482233985311e+00,-1.13351314154048626e-16
  37, 1.81479438548188687e+00, 1.81479438548188687e+00, 0.00000000000000000e+00, 3.29347866157657965e+00, 3.59649397781756607e-17
  38, 1.81132138746101501e+00, 1.81132138746101479e+00,-1.22587082812663120e-16, 3.28088516867369728e+00, 1.25400360592055291e-16
  39, 1.80181416581916976e+00, 1.80181416581916931e+00,-2.46467820197297446e-16, 3.24653428814663014e+00,-6.46255954325921525e-17
  40, 1.78922766692045587e+00, 1.78922766692045521e+00,-3.72302433664920741e-16, 3.20133564407361737e+00,-6.42924612823048349e-17
  41, 1.77783172883605434e+00, 1.77783172883605411e+00,-1.24896299983578207e-16, 3.16068565605619289e+00,-1.49351093095597182e-16
  42, 1.77492288818295840e+00, 1.77492288818295862e+00, 1.25100986867291460e-16, 3.15035125899573343e+00,-1.95042700716436344e-16
  43, 1.76670139294198725e+00, 1.76670139294198725e+00, 0.00000000000000000e+00, 3.12123381182315729e+00,-1.18318907592591263e-16
