"IDX","GSVD","GESV","RESV","GEEV","REEV"
   0, 6.18402506577511790e+00, 6.18402506577511879e+00, 1.43624647418662944e-16, 3.82421660141349378e+01,-1.76865898823177708e-16
   1, 5.81484045370090641e+00, 5.81484045370090552e+00,-1.52743385957362984e-16, 3.38123695019965709e+01, 1.15154193319418187e-16
   2, 5.64125016418466618e+00, 5.64125016418466174e+00,-7.87217721117048067e-16, 3.18237034149135312e+01, 1.25693454494763046e-16
   3, 5.11615666872107244e+00, 5.11615666872107244e+00, 0.00000000000000000e+00, 2.61750590588991265e+01, 4.80374164383145289e-16
   4, 4.72550983821919424e+00, 4.72550983821919335e+00,-1.87953988057897003e-16, 2.23304432311063898e+01,-1.21784639723061193e-16
   5, 4.62778849537238557e+00, 4.62778849537238202e+00,-7.67691453996456619e-16, 2.14164263579009884e+01,-4.66031445400925142e-16
   6, 4.49713125673584813e+00, 4.49713125673584813e+00, 0.00000000000000000e+00, 2.02241895403105367e+01,-2.97212681137147239e-16
   7, 4.28117174321558469e+00, 4.28117174321558469e+00, 0.00000000000000000e+00, 1.83284314949075657e+01,-6.78707138265542134e-17
   8, 4.06758787802642097e+00, 4.06758787802642097e+00, 0.00000000000000000e+00, 1.65452711454674883e+01, 1.88821690402270023e-16
   9, 3.91396429745438645e+00, 3.91396429745438468e+00,-4.53851058517723288e-16, 1.53191165217476080e+01,-3.14127868871519903e-17
  10, 3.78743927078889930e+00, 3.78743927078890064e+00, 3.51759469736048084e-16, 1.43446962299139464e+01,-9.99628961847558520e-17
  11, 3.69096778186782704e+00, 3.69096778186782881e+00, 4.81271293704254154e-16, 1.36232431667863043e+01,-1.06511823179420505e-16
  12, 3.68615685747947897e+00, 3.68615685747947808e+00,-2.40949708338631048e-16, 1.35877523779429836e+01,-1.53593673943399821e-16
  13, 3.65984196846476095e+00, 3.65984196846476006e+00,-2.42682177906359270e-16, 1.33944432341360180e+01, 6.35144762489299653e-17
  14, 3.50255686829244883e+00, 3.50255686829244972e+00, 2.53580014000779402e-16, 1.22679046156226033e+01,-1.42700667058544073e-16
  15, 3.36502930378341469e+00, 3.36502930378341603e+00, 3.95915610022258918e-16, 1.13234222153210933e+01, 2.93843616813395291e-17
  16, 3.32893845293578128e+00, 3.32893845293578350e+00, 6.67013247809405450e-16, 1.10818312234344702e+01,-1.18095216628755086e-16
