"IDX","GSVD","GESV","RESV","GEEV","REEV"
  70, 1.95756004125929128e+00, 1.95756004125929106e+00,-1.13429269215257795e-16, 3.83204131513509383e+00, 2.04017605508458796e-15
  71, 1.95489317727037393e+00, 1.95489317727037415e+00, 1.13584009349847536e-16, 3.82160733453826840e+00, 1.40987260824339561e-15
  72, 1.94721284019231833e+00, 1.94721284019231811e+00,-1.14032015577249820e-16, 3.79163784500993017e+00, 1.25457489013017234e-14
  73, 1.93104419621949841e+00, 1.93104419621949819e+00,-1.14986806288400396e-16, 3.72893168775259198e+00,-5.58730885725805950e-14
  74, 1.91039258765186504e+00, 1.91039258765186459e+00,-2.32459659192830762e-16, 3.64959983895512918e+00,-8.17303417480926536e-15
  75, 1.89304705846089050e+00, 1.89304705846089072e+00, 1.17294815220051039e-16, 3.58362716554741834e+00,-1.65020288619889189e-15
  76, 1.88290555881578658e+00, 1.88290555881578614e+00,-2.35853151407850260e-16, 3.54533334341929462e+00,-1.33875454091851489e-14
  77, 1.86856802775127928e+00, 1.86856802775127995e+00, 3.56494280583806199e-16, 3.49154647433220156e+00,-3.01308223253015116e-13
  78, 1.85173007892193064e+00, 1.85173007892192998e+00,-3.59735915270606929e-16, 3.42890428518412627e+00,-1.35943171887255073e-14
  79, 1.84397545994490764e+00, 1.84397545994490786e+00, 1.20416247259421405e-16, 3.40024549687905475e+00, 3.10095355491302973e-15
  80, 1.84158431414383883e+00, 1.84158431414383839e+00,-2.41145195709663594e-16, 3.39143278610071652e+00, 1.22753266323846919e-14
  81, 1.82939321777510089e+00, 1.82939321777510133e+00, 2.42752189925663848e-16, 3.34667954524113886e+00,-5.95874246984302435e-14
  82, 1.81842857142621317e+00, 1.81842857142621361e+00, 2.44215921828460192e-16, 3.30668246937849242e+00,-1.03734409424361456e-13
  83, 1.80481452391466113e+00, 1.80481452391466091e+00,-1.23029043695534039e-16, 3.25735546573334034e+00, 5.43874877930608876e-15
  84, 1.79293898457594580e+00, 1.79293898457594603e+00, 1.23843927113642322e-16, 3.21463020241223330e+00, 1.50378456028420765e-15
  85, 1.78897418261979713e+00, 1.78897418261979735e+00, 1.24118395381126346e-16, 3.20042862608000300e+00,-2.62833429203436423e-14
  86, 1.78263595149418985e+00, 1.78263595149419052e+00, 3.73679109420376264e-16, 3.17779093555913938e+00,-7.17810565042151097e-14
  87, 1.76073426500842078e+00, 1.76073426500842034e+00,-2.52218190260492682e-16, 3.10018515197377864e+00,-1.55653968420316153e-13
  88, 1.75454522044672045e+00, 1.75454522044671979e+00,-3.79661810372428718e-16, 3.07842893059254807e+00, 1.90350592006727400e-14
  89, 1.75136763548548369e+00, 1.75136763548548391e+00, 1.26783549282318423e-16, 3.06728859462445813e+00,-2.53632347520175695e-13
  90, 1.74290281650182899e+00, 1.74290281650182832e+00,-3.82197910559400882e-16, 3.03771022777020061e+00, 3.16750872844485506e-14
  91, 1.73325898574870485e+00, 1.73325898574870441e+00,-2.56216303219240042e-16, 3.00418671167865003e+00, 3.49376200774028663e-15
  92, 1.72882850888908757e+00, 1.72882850888908823e+00, 3.85309364896544243e-16, 2.98884801314645410e+00,-2.02725781228990878e-13
  93, 1.72060028596202841e+00, 1.72060028596202841e+00, 0.00000000000000000e+00, 2.96046534405245154e+00,-2.74267312655551075e-14
  94, 1.71571477709856968e+00, 1.71571477709856857e+00,-6.47090669990407748e-16, 2.94367719635361524e+00,-1.32383123669561035e-13
  95, 1.70513880297719767e+00, 1.70513880297719789e+00, 1.30220838642190378e-16, 2.90749833741813068e+00,-6.53193576393462818e-14
  96, 1.68588405669446839e+00, 1.68588405669446861e+00, 1.31708111268574799e-16, 2.84220505261551537e+00,-1.90370312370066926e-13
  97, 1.68236627594542520e+00, 1.68236627594542476e+00,-2.63967018478482959e-16, 2.83035628643859694e+00, 2.09072060956472078e-14
  98, 1.67795375015564119e+00, 1.67795375015564097e+00,-1.32330587124010551e-16, 2.81552878766092096e+00,-8.15067248612503070e-14
  99, 1.67159658144080625e+00, 1.67159658144080514e+00,-6.64169236137236745e-16, 2.79423513108407517e+00,-9.21235809263600294e-14
