"IDX","GSVD","GESV","RESV","GEEV","REEV"
   0, 1.89145829741930669e+01, 1.89145829741930598e+01,-3.75658684481471275e-16, 3.57761449087633309e+02,-1.30636774945167892e-15
   1, 1.11310314841171021e+01, 1.11310314841170896e+01,-1.11710203079962273e-15, 1.23899861900406364e+02, 7.58656903729431283e-16
   2, 8.67459712835193741e+00, 8.67459712835193564e+00,-2.04776868956188120e-16, 7.52486353392120435e+01, 2.42232638053350263e-15
   3, 7.40459316999229689e+00, 7.40459316999229777e+00, 1.19949658179674066e-16, 5.48280000130967551e+01, 1.66916274827272031e-15
   4, 6.52110428726574121e+00, 6.52110428726574387e+00, 4.08601847436118660e-16, 4.25248011253957401e+01, 1.28725542952042851e-15
   5, 6.00773420645037071e+00, 6.00773420645036715e+00,-5.91356667374870081e-16, 3.60928702953538689e+01, 4.83653524342239934e-17
   6, 5.81901012019718777e+00, 5.81901012019719044e+00, 4.57901808737545735e-16, 3.38608787789573142e+01, 3.62207485427160201e-16
   7, 5.27233578242336876e+00, 5.27233578242336964e+00, 1.68460139177987673e-16, 2.77975246026219018e+01, 1.18423858581322682e-15
   8, 4.92415084206127407e+00, 4.92415084206127229e+00,-3.60743790427154876e-16, 2.42472615153727524e+01,-4.24508073696017213e-17
   9, 4.72770822396157708e+00, 4.72770822396158152e+00, 9.39332946985333686e-16, 2.23512250509139463e+01, 3.75733178794133474e-16
  10, 4.50241124713272356e+00, 4.50241124713271823e+00,-1.18360367938279080e-15, 2.02717070383072517e+01, 1.14237790018553864e-16
  11, 4.29160383575548288e+00, 4.29160383575548288e+00, 0.00000000000000000e+00, 1.84178634830711623e+01,-3.08616877185528345e-16
  12, 4.15628067624203013e+00, 4.15628067624202924e+00,-2.13695486153544960e-16, 1.72746690597029229e+01, 4.52642099088905292e-16
  13, 3.98524787272049519e+00, 3.98524787272049386e+00,-3.34299815745394730e-16, 1.58822006070232344e+01, 7.00810811653757181e-17
  14, 3.94511462654520484e+00, 3.94511462654520439e+00,-1.12566871152982974e-16, 1.55639294165809279e+01, 5.40793674450292714e-16
  15, 3.79931483199284736e+00, 3.79931483199285003e+00, 7.01319942391494863e-16, 1.44347931926008375e+01,-1.73503631581229198e-17
  16, 3.78550109617152408e+00, 3.78550109617152275e+00,-3.51939570403923544e-16, 1.43300185491158043e+01,-2.13374820923602734e-16
  17, 3.58971065050803428e+00, 3.58971065050803428e+00, 0.00000000000000000e+00, 1.28860225543708093e+01,-2.06286844791459373e-16
  18, 3.53328049107499442e+00, 3.53328049107499176e+00,-7.54125030783982705e-16, 1.24840710286111491e+01,-1.84112556343745778e-16
  19, 3.48422963403515551e+00, 3.48422963403515418e+00,-3.82370787658809462e-16, 1.21398561426887461e+01,-3.11360848088708291e-16
  20, 3.42745361949777516e+00, 3.42745361949777649e+00, 3.88704787125727772e-16, 1.17474383138083933e+01,-2.72422332904196580e-16
  21, 3.37700971553907436e+00, 3.37700971553907392e+00,-1.31503681439415804e-16, 1.14041946188452936e+01,-2.77711631946031910e-16
  22, 3.24864813576213018e+00, 3.24864813576213107e+00, 2.73399390325711376e-16, 1.05537147099907624e+01,-6.57466795583070570e-17
  23, 3.18037848089132913e+00, 3.18037848089132869e+00,-1.39634075792640471e-16, 1.01148072817166366e+01,-8.88394534950246748e-17
  24, 3.13585535985404329e+00, 3.13585535985404285e+00,-1.41616611383100434e-16, 9.83358883792532446e+00,-3.49754306824083007e-16
  25, 3.00429857746448326e+00, 3.00429857746448237e+00,-2.95635868672452299e-16, 9.02580994255512081e+00, 1.72718904720014246e-16
  26, 2.96358627220282767e+00, 2.96358627220282722e+00,-1.49848585146796488e-16, 8.78284359278905313e+00, 3.31452192731927779e-17
  27, 2.95027518262736876e+00, 2.95027518262736788e+00,-3.01049347847327780e-16, 8.70412365322695436e+00, 1.41851865562827787e-17
  28, 2.91107676500261014e+00, 2.91107676500260970e+00,-1.52551528420331586e-16, 8.47436793173806358e+00, 9.94415480669641932e-17
  29, 2.86645704040297389e+00, 2.86645704040297478e+00, 3.09852339379648554e-16, 8.21657596447577809e+00, 1.10521061482828744e-16
  30, 2.86197825769594072e+00, 2.86197825769594028e+00,-1.55168617600743169e-16, 8.19091954752429707e+00, 2.81394651254472720e-16
  31, 2.78484683669605015e+00, 2.78484683669604882e+00,-4.78398887865155909e-16, 7.75537190385599473e+00,-1.48565279629999589e-16
  32, 2.75651235235064274e+00, 2.75651235235064274e+00, 0.00000000000000000e+00, 7.59836034866167509e+00, 7.36302329703721653e-17
  33, 2.68948123874809486e+00, 2.68948123874809397e+00,-3.30241537625879224e-16, 7.23330933357798678e+00,-3.38626576667161313e-18
  34, 2.68691300021467239e+00, 2.68691300021467283e+00, 1.65278596595640374e-16, 7.21950147072261217e+00, 7.98954153465253763e-18
  35, 2.66241319586990643e+00, 2.66241319586990643e+00, 0.00000000000000000e+00, 7.08844402554220743e+00,-9.44762835486365976e-17
  36, 2.63215229663211403e+00, 2.63215229663211447e+00, 1.68717140880595210e-16, 6.92822571266571252e+00, 8.15576022811470987e-18
  37, 2.57847978037437198e+00, 2.57847978037436976e+00,-8.61145418378236950e-16, 6.64855797779946389e+00,-4.25190550324254494e-16
  38, 2.53922671213474471e+00, 2.53922671213474516e+00, 1.74891516274540873e-16, 6.44767229561862454e+00,-8.92390793490699276e-17
  39, 2.53046154937309886e+00, 2.53046154937309975e+00, 3.50994631758053849e-16, 6.40323565285570240e+00,-1.28880841348660397e-16
  40, 2.48152713545721637e+00, 2.48152713545721637e+00, 0.00000000000000000e+00, 6.15797692401049357e+00,-3.50575986364170738e-16
  41, 2.47181716993412914e+00, 2.47181716993412826e+00,-3.59322052821485209e-16, 6.10988012158116600e+00,-1.20358851677509206e-16
  42, 2.43071734960398356e+00, 2.43071734960398311e+00,-1.82698827538468986e-16, 5.90838683366581119e+00,-2.73602199248283388e-16
  43, 2.41520654368526344e+00, 2.41520654368526300e+00,-1.83872145846559905e-16, 5.83322264866011420e+00,-1.83782364525345765e-16
  44, 2.39998948292868697e+00, 2.39998948292868697e+00, 0.00000000000000000e+00, 5.75994951816830358e+00,-2.30122919534696445e-16
  45, 2.36861000232831165e+00, 2.36861000232831120e+00,-1.87489375377765407e-16, 5.61031334312971808e+00,-5.73179189082123638e-16
  46, 2.35494234580388007e+00, 2.35494234580388051e+00, 1.88577529569399670e-16, 5.54575345206028025e+00,-1.07179806845108016e-16
  47, 2.33879809366238467e+00, 2.33879809366238511e+00, 1.89879242271252150e-16, 5.46997652291880332e+00,-1.21919533001316688e-16
  48, 2.31768750500142717e+00, 2.31768750500142762e+00, 1.91608751780274691e-16, 5.37167537083974000e+00,-4.66859214542759135e-17
  49, 2.29321267427190056e+00, 2.29321267427190056e+00, 0.00000000000000000e+00, 5.25882436944127729e+00,-4.39692328463019183e-16
  50, 2.26686854372924085e+00, 2.26686854372924174e+00, 3.91808524652680952e-16, 5.13869299454912820e+00,-9.00126517817804629e-17
  51, 2.24407817102138107e+00, 2.24407817102138107e+00, 0.00000000000000000e+00, 5.03588683765466794e+00, 1.08416440499937083e-16
  52, 2.20826655641341230e+00, 2.20826655641341096e+00,-6.03309245290572787e-16, 4.87644118417394790e+00,-2.39300883914896791e-16
  53, 2.19782083963707198e+00, 2.19782083963707242e+00, 2.02058876611341735e-16, 4.83041644314300100e+00,-3.15815656266066842e-16
