"IDX","GSVD","GESV","RESV","GEEV","REEV"
   0, 1.87158008763485751e+06, 1.87158008763485821e+06, 3.73209746981387859e-16, 3.50281202443129639e+12,-6.47285654920844567e-16
   1, 1.30572722989375052e+01, 1.30572722989374945e+01,-8.16260915173590718e-16, 1.70492345639926413e+02,-4.17868419916235497e-08
   2, 1.00014677719796268e+01, 1.00014677719796179e+01,-8.88048074492095131e-16, 1.00027998712429479e+02,-6.79243656762567766e-06
   3, 7.89381023174215102e+00, 7.89381023174214658e+00,-5.62579029407517000e-16, 6.23121971652978885e+01,-3.43507684472943252e-07
   4, 6.99050306203809857e+00, 6.99050306203809413e+00,-6.35275038017918129e-16, 4.88669281183979578e+01,-2.09693272466175310e-06
   5, 6.31418274822649916e+00, 6.31418274822649650e+00,-4.21992103388008376e-16, 3.98685175916034282e+01,-4.84321484059349333e-06
   6, 5.85158960605947076e+00, 5.85158960605946898e+00,-3.03568253925529485e-16, 3.42410217111701556e+01,-1.15660152213193002e-06
   7, 5.56990216188861442e+00, 5.56990216188861087e+00,-6.37841307718027247e-16, 3.10238086459070388e+01,-2.33224809339305183e-08
   8, 5.11346273541986562e+00, 5.11346273541986474e+00,-1.73694121900586617e-16, 2.61474063829716741e+01,-1.81209747864662932e-06
   9, 4.81815787112166749e+00, 4.81815787112167015e+00, 5.53019500475618849e-16, 2.32145231636118545e+01,-2.62996912010411632e-06
  10, 4.67140392628260059e+00, 4.67140392628259526e+00,-1.14078564009803093e-15, 2.18220105002274494e+01,-9.49101471973446982e-08
  11, 4.45659410672724299e+00, 4.45659410672724565e+00, 5.97886007854799081e-16, 1.98612305540773733e+01,-1.20344660839408374e-08
  12, 4.34470108196053939e+00, 4.34470108196053761e+00,-4.08855938737831946e-16, 1.88763826384462803e+01,-1.18807357657463848e-06
  13, 4.08678907885161191e+00, 4.08678907885161191e+00, 0.00000000000000000e+00, 1.67017233497969499e+01,-3.64107814024236739e-06
  14, 4.02007059050913362e+00, 4.02007059050913185e+00,-4.41872051598795071e-16, 1.61609275687272884e+01,-1.23705383872380543e-06
  15, 3.85615419627572864e+00, 3.85615419627572953e+00, 2.30327516611739076e-16, 1.48698228198507731e+01,-3.44204086552196470e-06
  16, 3.75598743183243977e+00, 3.75598743183243711e+00,-7.09410057264335545e-16, 1.41073133504853470e+01,-4.54504413582676748e-06
  17, 3.64316846250053494e+00, 3.64316846250053716e+00, 6.09482123076538090e-16, 1.32726749028212510e+01,-5.81396416862121079e-08
